province,date,daily_rainfall,rain_anomaly_mm,rain_intensity_mm_h,daily_tmin,daily_tmax,daily_tmean,temp_anomaly_c,daily_pet,daily_et0,daily_relative_humidity,solar_radiation_w_m2,wind_speed_2m,seasonal_rain_3m,seasonal_rain_6m,relative_humidity_pct,wind_speed_2m_m_s,rainfall_intensity_mm_h,temp_anomaly_deg_c,rain_anomaly_pct,spi_1m,spi_3m,spi_6m,spi_12m,spi_24m,spei_1m,spei_3m,spei_6m,spei_12m,spei_24m
KwaZulu-Natal,2007-07-30,1.03,0.1,0.25,4.03,22.13,13.08,-0.46,1.81,1.72,71.09,160.98,2.86,46.35,252.89,30.0,2.45,0.26,-0.77,10.66,-1.64,-1.44,-0.74,0.56,0.65,-1.22,-1.3,-0.91,0.54,0.61
KwaZulu-Natal,2007-07-31,0.67,-0.35,0.17,6.36,19.18,12.77,-0.56,1.54,1.47,75.71,166.03,3.81,44.63,253.56,35.9,2.45,0.17,-0.88,-34.11,-1.64,-1.44,-0.74,0.56,0.65,-1.22,-1.3,-0.91,0.54,0.61
KwaZulu-Natal,2007-08-01,1.42,0.53,0.34,7.3,22.48,14.89,0.32,1.31,1.25,75.81,120.94,2.49,46.05,254.98,30.0,2.45,0.36,0.05,58.91,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-02,0.0,-0.38,0.0,7.23,23.68,15.46,0.06,2.72,2.59,54.24,236.46,2.89,46.05,254.98,30.0,2.45,0.0,-0.18,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-03,0.0,-0.98,0.0,7.38,20.9,14.14,-1.05,2.42,2.3,56.83,241.64,2.67,45.59,254.98,32.4,2.45,0.0,-1.29,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-04,3.63,2.12,1.0,7.28,24.5,15.89,1.13,1.69,1.61,71.26,142.22,3.13,49.22,258.61,30.0,2.45,0.91,0.87,140.84,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-05,0.24,-0.29,0.07,4.97,23.5,14.24,-0.66,1.9,1.81,75.47,161.54,3.07,47.75,258.85,30.0,2.45,0.06,-0.91,-55.09,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-06,0.0,-0.52,0.0,9.28,22.75,16.02,1.17,2.38,2.27,54.69,225.24,2.41,47.75,255.66,32.6,2.45,0.0,0.91,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-07,0.0,-0.48,0.0,7.99,25.54,16.76,1.99,2.88,2.74,58.72,233.04,2.82,47.03,255.66,30.0,2.45,0.0,1.73,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-08,0.0,-0.53,0.0,3.72,23.27,13.5,-1.05,2.71,2.58,53.32,229.92,3.65,47.03,255.66,30.0,2.45,0.0,-1.32,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-09,0.0,-0.49,0.0,6.63,23.34,14.98,0.13,2.56,2.44,52.79,224.34,2.77,46.61,255.66,30.0,2.45,0.0,-0.13,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-10,0.21,-0.29,0.05,6.69,21.94,14.32,-0.39,1.3,1.24,80.38,121.44,3.1,46.51,255.87,30.0,2.45,0.05,-0.65,-57.87,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-11,6.43,5.98,1.62,7.23,22.0,14.62,0.21,1.37,1.3,75.19,128.28,2.69,52.94,262.3,30.0,2.45,1.61,-0.06,1340.41,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-12,0.0,-0.24,0.0,5.45,21.56,13.5,-0.88,2.38,2.27,53.15,222.77,3.14,52.94,260.37,30.0,2.45,0.0,-1.15,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-13,0.53,0.22,0.12,5.94,21.18,13.56,-0.85,1.61,1.53,81.08,154.41,3.43,53.47,260.9,30.0,2.45,0.13,-1.12,69.65,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-14,0.0,-0.78,0.0,6.94,23.99,15.46,1.07,2.56,2.44,56.5,218.92,2.89,53.47,254.49,30.0,2.45,0.0,0.79,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-15,0.0,-0.68,0.0,4.41,20.89,12.65,-1.92,2.38,2.27,58.84,226.49,3.03,53.47,243.36,30.0,2.45,0.0,-2.19,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-16,0.0,-0.73,0.0,6.17,22.81,14.49,0.02,2.45,2.33,53.65,218.03,3.21,53.47,243.36,30.0,2.45,0.0,-0.25,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-17,0.68,0.14,0.17,5.36,21.02,13.19,-1.34,1.32,1.26,80.64,126.6,3.08,54.15,227.22,30.0,2.45,0.17,-1.61,26.87,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-18,0.19,-0.43,0.05,6.54,22.56,14.55,-0.16,1.37,1.3,78.86,123.46,2.22,54.34,227.41,30.0,2.45,0.05,-0.42,-69.41,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-19,0.0,-0.15,0.0,6.9,22.33,14.61,0.46,2.47,2.35,54.69,227.26,3.58,54.27,227.41,30.0,2.45,0.0,0.18,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-20,0.0,-0.41,0.0,5.09,20.92,13.0,-1.41,2.27,2.16,59.27,217.11,2.65,53.7,218.68,30.0,2.45,0.0,-1.69,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-21,0.0,-0.72,0.0,5.55,22.91,14.23,0.22,2.45,2.33,55.44,214.81,2.7,53.34,218.68,30.0,2.45,0.0,-0.08,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-22,0.0,-0.66,0.0,6.05,20.78,13.42,-0.95,2.16,2.06,54.96,212.01,3.75,53.34,218.68,30.0,2.45,0.0,-1.23,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-23,0.0,-0.55,0.0,4.95,22.2,13.58,-0.79,2.4,2.29,53.53,216.2,2.46,53.34,218.68,30.0,2.45,0.0,-1.07,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-24,0.0,-0.15,0.0,5.93,18.54,12.24,-1.74,1.93,1.84,58.42,212.86,3.1,53.34,218.68,37.0,2.45,0.0,-2.03,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-25,1.84,0.77,0.45,5.33,23.07,14.2,0.08,1.87,1.78,78.34,162.77,2.82,54.93,220.52,30.0,2.45,0.46,-0.21,72.61,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-26,0.0,-0.33,0.0,5.92,23.0,14.46,0.66,2.45,2.33,58.03,215.52,3.41,54.93,201.67,30.0,2.45,0.0,0.36,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-27,0.0,-1.0,0.0,4.74,24.36,14.55,0.36,2.59,2.47,57.11,212.94,2.85,54.93,201.67,30.0,2.45,0.0,0.07,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-28,0.0,-0.74,0.0,5.76,22.94,14.35,0.16,2.35,2.24,55.68,206.95,4.03,54.93,198.29,30.0,2.45,0.0,-0.13,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-29,0.0,-0.63,0.0,3.81,19.82,11.82,-2.17,2.17,2.07,59.43,215.07,3.01,54.93,198.29,30.0,2.45,0.0,-2.47,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-30,0.0,-0.53,0.0,3.6,19.68,11.64,-2.35,2.09,1.99,52.77,208.26,2.7,54.93,198.29,30.0,2.45,0.0,-2.64,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-08-31,0.0,-1.05,0.0,2.87,23.33,13.1,-1.04,2.38,2.27,54.44,200.62,3.3,54.93,198.29,30.0,2.45,0.0,-1.32,-100.0,-1.15,-1.29,-1.15,0.33,0.63,-1.03,-1.18,-1.23,0.24,0.59
KwaZulu-Natal,2007-09-01,0.0,-0.5,0.0,10.82,26.89,18.86,2.94,2.68,2.55,58.94,213.98,2.36,54.93,198.29,30.0,2.45,0.0,2.73,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-02,5.39,5.03,1.53,8.94,21.54,15.24,-0.82,1.07,1.02,77.95,106.78,2.93,60.32,203.68,37.0,2.45,1.35,-1.03,1382.4,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-03,0.0,-0.6,0.0,8.75,24.03,16.39,0.78,2.32,2.21,55.82,203.9,2.18,60.32,179.32,30.0,2.45,0.0,0.55,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-04,0.0,-1.56,0.0,8.79,24.45,16.62,0.61,2.3,2.19,53.83,198.45,2.85,60.32,179.32,30.0,2.45,0.0,0.4,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-05,20.34,18.54,4.73,9.49,23.7,16.6,0.49,1.11,1.06,78.33,101.22,3.6,80.54,199.66,30.0,2.45,5.08,0.28,1027.49,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-06,0.0,-1.38,0.0,8.2,24.5,16.35,0.43,2.3,2.19,59.88,195.75,3.1,80.54,199.66,30.0,2.45,0.0,0.21,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-07,0.0,-3.25,0.0,6.98,25.36,16.17,0.14,2.42,2.3,53.54,194.84,3.22,80.54,199.66,30.0,2.45,0.0,-0.07,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-08,0.0,-1.01,0.0,10.7,27.16,18.93,2.81,2.36,2.25,60.01,186.02,4.14,78.63,199.66,30.0,2.45,0.0,2.6,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-09,0.0,-0.96,0.0,9.87,25.09,17.48,1.62,2.33,2.22,56.18,198.68,3.1,77.56,199.66,30.0,2.45,0.0,1.41,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-10,0.0,-0.51,0.0,10.33,23.86,17.1,1.32,2.07,1.97,58.43,189.65,3.31,77.56,197.89,32.4,2.45,0.0,1.1,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-11,0.0,-1.29,0.0,9.79,24.62,17.2,1.5,2.24,2.13,61.14,194.41,3.03,77.56,197.21,30.0,2.45,0.0,1.27,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-12,1.63,0.16,0.4,9.19,22.5,15.84,0.22,1.12,1.07,80.01,107.67,3.42,74.45,198.84,33.4,2.45,0.41,-0.0,10.94,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-13,11.48,9.54,3.08,7.56,24.09,15.82,0.22,1.13,1.08,82.62,97.34,2.63,85.93,210.32,30.0,2.45,2.87,-0.01,491.87,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-14,0.0,-2.26,0.0,7.9,24.55,16.23,0.48,2.07,1.97,54.47,175.06,2.27,83.87,210.32,30.0,2.45,0.0,0.25,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-15,0.0,-2.58,0.0,9.44,23.76,16.6,1.02,2.07,1.97,54.7,186.44,3.43,83.87,187.71,30.0,2.45,0.0,0.79,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-16,0.0,-1.34,0.0,8.31,22.49,15.4,0.04,1.94,1.85,56.65,182.08,3.58,80.77,182.97,30.0,2.45,0.0,-0.19,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-17,0.0,-1.13,0.0,8.63,23.5,16.07,0.56,1.95,1.86,60.69,175.15,3.77,80.77,181.34,30.0,2.45,0.0,0.33,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-18,0.0,-1.47,0.0,8.75,23.47,16.11,0.47,2.03,1.93,56.37,182.45,2.47,75.81,181.34,30.0,2.45,0.0,0.25,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-19,0.0,-0.86,0.0,8.48,22.62,15.55,0.46,1.88,1.79,56.14,176.07,2.67,75.81,181.34,30.0,2.45,0.0,0.21,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-20,0.0,-0.17,0.0,8.31,22.08,15.2,-0.21,1.86,1.77,58.38,177.86,2.96,69.6,181.34,31.2,2.45,0.0,-0.45,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-21,0.0,-1.43,0.0,7.94,22.1,15.02,-0.7,1.94,1.85,54.04,184.73,2.64,69.6,179.85,30.0,2.45,0.0,-0.93,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-22,0.0,-0.97,0.0,8.98,24.94,16.96,1.38,2.09,1.99,60.73,176.47,2.62,69.6,165.4,30.0,2.45,0.0,1.15,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-23,0.0,-3.67,0.0,9.72,22.82,16.27,0.71,1.86,1.77,60.57,176.6,2.94,69.6,165.4,34.5,2.45,0.0,0.48,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-24,0.0,-1.13,0.0,8.28,22.77,15.52,-0.11,1.94,1.85,56.17,179.36,2.24,63.49,162.29,30.0,2.45,0.0,-0.33,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-25,0.0,-1.79,0.0,9.53,26.35,17.94,2.45,2.06,1.96,58.64,164.71,2.31,63.49,160.65,30.0,2.45,0.0,2.22,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-26,0.0,-1.75,0.0,10.44,22.81,16.62,1.13,1.78,1.7,56.47,173.08,2.68,63.49,160.65,38.2,2.45,0.0,0.9,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-27,0.0,-1.41,0.0,8.67,25.95,17.31,1.47,2.11,2.01,59.05,170.19,2.55,63.49,158.26,30.0,2.45,0.0,1.25,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-28,0.0,-1.32,0.0,7.04,25.99,16.52,0.98,2.12,2.02,53.43,166.51,3.27,61.81,158.26,30.0,2.45,0.0,0.75,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-29,0.0,-2.56,0.0,10.95,23.49,17.22,1.76,1.78,1.7,58.38,168.7,3.04,61.81,158.26,37.3,2.45,0.0,1.53,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-09-30,0.0,-2.29,0.0,7.62,24.53,16.08,0.61,2.15,2.05,53.96,181.24,3.65,61.81,158.26,30.0,2.45,0.0,0.38,-100.0,-0.32,-1.17,-1.56,0.26,0.65,-0.53,-1.07,-1.42,0.11,0.59
KwaZulu-Natal,2007-10-01,0.0,-1.13,0.0,10.92,19.7,15.31,-1.26,1.37,1.3,69.13,162.82,4.29,61.56,158.26,56.1,2.45,0.0,-1.45,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-02,25.61,23.56,7.27,10.69,19.84,15.26,-1.65,1.04,0.99,91.65,122.37,3.09,86.48,177.32,54.2,2.45,6.4,-1.83,1150.49,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-03,0.0,-0.28,0.0,10.36,22.56,16.46,-0.77,1.56,1.49,67.14,153.5,3.64,86.48,177.32,39.0,2.45,0.0,-0.93,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-04,0.0,-0.76,0.0,10.06,23.62,16.84,0.01,1.75,1.67,67.84,161.03,2.85,86.48,177.32,32.2,2.45,0.0,-0.17,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-05,0.0,-0.75,0.0,11.01,22.32,16.66,-0.09,1.41,1.34,63.84,142.66,3.46,86.48,177.32,43.4,2.45,0.0,-0.27,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-06,0.0,-2.47,0.0,10.01,20.87,15.44,-1.46,1.49,1.42,70.08,159.76,3.6,86.48,177.32,45.7,2.45,0.0,-1.63,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-07,0.0,-1.74,0.0,10.23,20.84,15.54,-1.4,1.5,1.43,67.18,162.56,3.04,86.48,177.32,47.0,2.45,0.0,-1.58,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-08,49.94,46.46,11.22,8.16,21.4,14.78,-2.28,1.03,0.98,91.88,101.56,2.28,136.42,227.26,33.8,2.45,12.48,-2.45,1334.56,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-09,5.73,3.43,1.45,10.81,22.93,16.87,-0.26,0.99,0.94,84.03,96.23,3.06,140.83,232.99,39.4,2.45,1.43,-0.43,149.39,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-10,0.0,-4.4,0.0,10.71,20.63,15.67,-1.67,1.26,1.2,64.86,140.78,3.13,140.83,230.8,50.4,2.45,0.0,-1.83,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-11,0.0,-1.06,0.0,9.36,20.99,15.18,-1.93,1.47,1.4,68.21,153.08,2.93,140.42,220.25,41.9,2.45,0.0,-2.1,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-12,0.0,-3.04,0.0,9.73,22.34,16.04,-1.17,1.54,1.47,66.45,150.48,2.24,140.42,220.25,37.0,2.45,0.0,-1.34,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-13,0.0,-2.41,0.0,9.89,23.0,16.44,-0.44,1.61,1.53,66.7,152.51,2.47,140.42,211.65,34.4,2.45,0.0,-0.61,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-14,27.74,23.38,7.86,8.68,21.06,14.87,-1.73,0.84,0.8,88.15,86.07,2.56,168.16,235.42,38.1,2.45,6.94,-1.92,536.06,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-15,0.0,-3.54,0.0,10.1,20.72,15.41,-0.87,1.33,1.27,62.95,144.43,2.57,168.06,235.42,46.9,2.45,0.0,-1.07,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-16,0.0,-0.93,0.0,9.89,20.63,15.26,-1.56,1.39,1.32,64.67,150.41,2.87,168.06,235.42,46.3,2.45,0.0,-1.74,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-17,0.0,-4.21,0.0,9.87,22.66,16.26,-0.56,1.65,1.57,68.47,158.55,2.78,168.06,232.66,36.0,2.45,0.0,-0.74,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-18,0.0,-3.19,0.0,9.53,21.73,15.63,-1.18,1.42,1.35,65.33,142.63,4.58,168.06,232.66,39.0,2.45,0.0,-1.36,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-19,14.52,10.94,3.28,9.27,20.3,14.78,-2.0,0.6,0.57,88.56,64.84,2.34,182.58,247.18,44.8,2.45,3.63,-2.18,305.72,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-20,16.57,14.1,4.37,11.21,24.15,17.68,0.87,1.11,1.06,85.84,101.95,3.25,199.15,258.2,35.3,2.45,4.14,0.69,572.05,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-21,6.54,4.5,1.74,11.8,22.31,17.06,-0.02,0.8,0.76,88.74,83.45,3.68,205.49,264.74,47.5,2.45,1.64,-0.19,220.59,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-22,0.0,-1.65,0.0,10.68,21.72,16.2,-0.48,1.32,1.26,70.27,137.82,2.66,205.37,249.54,44.8,2.45,0.0,-0.66,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-23,0.0,-4.06,0.0,11.63,21.42,16.53,-0.53,1.3,1.24,65.86,142.25,2.71,205.37,249.54,51.0,2.45,0.0,-0.7,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-24,1.2,-2.54,0.33,9.86,20.65,15.26,-1.42,0.6,0.57,91.88,64.47,3.12,204.2,250.74,46.1,2.45,0.3,-1.61,-67.95,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-25,3.4,1.53,0.76,8.91,19.18,14.04,-2.61,0.57,0.54,90.49,64.82,2.95,207.6,254.14,48.7,2.45,0.85,-2.8,81.86,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-26,0.0,-3.68,0.0,10.63,22.84,16.74,-0.21,1.5,1.43,64.06,146.44,4.14,206.96,254.14,39.0,2.45,0.0,-0.38,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-27,3.82,2.35,0.86,9.85,20.62,15.24,-1.75,0.78,0.74,85.95,84.54,3.28,210.78,256.1,46.1,2.45,0.96,-1.93,160.36,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-28,0.0,-2.0,0.0,8.8,20.71,14.76,-2.04,1.34,1.28,65.33,140.23,2.78,209.75,256.1,40.4,2.45,0.0,-2.22,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-29,0.0,-5.39,0.0,10.7,21.2,15.95,-0.93,1.26,1.2,69.29,135.71,2.37,209.08,253.71,47.5,2.45,0.0,-1.11,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-30,0.0,-0.44,0.0,9.68,20.73,15.2,-2.08,1.16,1.1,64.07,123.55,2.81,207.66,253.71,44.8,2.45,0.0,-2.24,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-10-31,0.0,-2.91,0.0,10.19,23.29,16.74,-0.34,1.31,1.25,64.11,123.72,3.46,207.66,253.71,34.5,2.45,0.0,-0.51,-100.0,1.45,0.3,-0.72,0.77,1.14,1.66,0.05,-0.87,0.66,1.1
KwaZulu-Natal,2007-11-01,9.57,6.86,2.5,11.51,21.56,16.54,-1.13,0.81,0.77,85.3,87.53,3.05,217.23,262.82,49.8,2.45,2.39,-1.28,253.19,1.12,0.96,0.03,0.79,1.12,1.29,0.95,-0.16,0.68,1.1
KwaZulu-Natal,2007-11-02,0.0,-1.45,0.0,11.83,22.74,17.28,-0.58,1.34,1.28,65.73,136.22,2.52,213.6,262.82,45.5,2.45,0.0,-0.72,-100.0,1.12,0.96,0.03,0.79,1.12,1.29,0.95,-0.16,0.68,1.1
KwaZulu-Natal,2007-11-03,15.43,10.95,3.68,11.17,21.21,16.19,-1.82,0.63,0.6,87.44,68.74,3.0,228.79,276.54,49.8,2.45,3.86,-1.96,244.57,1.12,0.96,0.03,0.79,1.12,1.29,0.95,-0.16,0.68,1.1
